Kategori,Isi
Keuangan,"Transfer Rp 31,000,000 ke Bank Mandiri rek 1286890388 a/n Dewi Lestari."
Keuangan,"Transfer Rp 79,000,000 ke Bank Mandiri rek 4146352993 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 1620923418186111) Gaji Rp 29jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 9918453539542189) Gaji Rp 34jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Siti Aminah (NIK: 7532498602459083) Gaji Rp 38jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 106.98.255.179 dengan API Key 5AY6TA06W716S74IOE3W terdeteksi.
Keuangan,"Transfer Rp 37,000,000 ke Bank BCA rek 5938408131 a/n Rizky Pratama."
IT Security,Peringatan: Akses server via IP 203.17.85.6 dengan API Key H3SLL4K5X143KYQK166Q terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Siti Aminah (NIK: 0421543264740216) Gaji Rp 36jt.
Keuangan,"Transfer Rp 70,000,000 ke Bank Mandiri rek 8292846795 a/n Siti Aminah."
Keuangan,"Transfer Rp 14,000,000 ke Bank BCA rek 2152863483 a/n Dewi Lestari."
HRD,Data Karyawan: Rizky Pratama (NIK: 1282648454866822) Gaji Rp 43jt.
HRD,Data Karyawan: Siti Aminah (NIK: 0233474893300550) Gaji Rp 44jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 3414383381035344) Gaji Rp 29jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 2302161993267338) Gaji Rp 50jt.
IT Security,Peringatan: Akses server via IP 117.143.15.23 dengan API Key YTKC3ZD82SBMSJ0XQKHL terdeteksi.
IT Security,Peringatan: Akses server via IP 33.121.3.18 dengan API Key OR8PTC645MAP2ZW3KIJQ terdeteksi.
Keuangan,"Transfer Rp 74,000,000 ke Bank BCA rek 8763948549 a/n Dewi Lestari."
IT Security,Peringatan: Akses server via IP 112.83.1.70 dengan API Key ROKQV927PFKPGDXHIL5O terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 1416630700038898) Gaji Rp 25jt.
HRD,Data Karyawan: Siti Aminah (NIK: 0189860398577156) Gaji Rp 50jt.
Keuangan,"Transfer Rp 74,000,000 ke Bank BNI rek 3210271966 a/n Siti Aminah."
Keuangan,"Transfer Rp 52,000,000 ke Bank BRI rek 0336448571 a/n Budi Santoso."
HRD,Data Karyawan: Dewi Lestari (NIK: 4924465528890241) Gaji Rp 20jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 35.249.188.249 dengan API Key WRAUSGV5M6DT4KINID26 terdeteksi.
Keuangan,"Transfer Rp 16,000,000 ke Bank BCA rek 2962885119 a/n Dewi Lestari."
Keuangan,"Transfer Rp 21,000,000 ke Bank Mandiri rek 6214616563 a/n Siti Aminah."
Keuangan,"Transfer Rp 6,000,000 ke Bank Mandiri rek 3772884401 a/n Budi Santoso."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 98.44.235.181 dengan API Key 2MTOPQ4FB2AHQFUCAP1M terdeteksi.
HRD,Data Karyawan: Siti Aminah (NIK: 5683276563063891) Gaji Rp 49jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Budi Santoso (NIK: 2184468920036774) Gaji Rp 29jt.
Keuangan,"Transfer Rp 81,000,000 ke Bank Mandiri rek 4784218367 a/n Ahmad Hidayat."
HRD,Data Karyawan: Budi Santoso (NIK: 1678009598447806) Gaji Rp 43jt.
Keuangan,"Transfer Rp 11,000,000 ke Bank BRI rek 0180934620 a/n Budi Santoso."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 21,000,000 ke Bank BRI rek 9188761895 a/n Budi Santoso."
Keuangan,"Transfer Rp 72,000,000 ke Bank Mandiri rek 9709305906 a/n Ahmad Hidayat."
Keuangan,"Transfer Rp 75,000,000 ke Bank BCA rek 1935204822 a/n Siti Aminah."
Keuangan,"Transfer Rp 98,000,000 ke Bank BCA rek 6330720558 a/n Budi Santoso."
HRD,Data Karyawan: Rizky Pratama (NIK: 0726513378970719) Gaji Rp 13jt.
IT Security,Peringatan: Akses server via IP 210.174.192.198 dengan API Key CAXMKIELT6DN87V9GQ2W terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 4880539038633978) Gaji Rp 11jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 16.106.128.240 dengan API Key IR0OVQTM3LI2NU7O44HX terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 9955204687409854) Gaji Rp 17jt.
IT Security,Peringatan: Akses server via IP 176.128.164.93 dengan API Key GU1HJWTFXPTP4MYQCAE2 terdeteksi.
Keuangan,"Transfer Rp 78,000,000 ke Bank BCA rek 0752281140 a/n Siti Aminah."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 21,000,000 ke Bank BCA rek 8476916478 a/n Rizky Pratama."
HRD,Data Karyawan: Rizky Pratama (NIK: 9640352130449702) Gaji Rp 41jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Siti Aminah (NIK: 1595608394272259) Gaji Rp 6jt.
IT Security,Peringatan: Akses server via IP 239.143.117.4 dengan API Key JEH8EU5SHVBA35WAKJNF terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 35.77.12.150 dengan API Key NKEYKBYV2CKHJJ7HIDJQ terdeteksi.
HRD,Data Karyawan: Budi Santoso (NIK: 8016392207570458) Gaji Rp 32jt.
Keuangan,"Transfer Rp 50,000,000 ke Bank BNI rek 2792491332 a/n Ahmad Hidayat."
Keuangan,"Transfer Rp 27,000,000 ke Bank BCA rek 3119800186 a/n Ahmad Hidayat."
Keuangan,"Transfer Rp 96,000,000 ke Bank BRI rek 3007131220 a/n Rizky Pratama."
Keuangan,"Transfer Rp 71,000,000 ke Bank BCA rek 5870730471 a/n Rizky Pratama."
Keuangan,"Transfer Rp 49,000,000 ke Bank BNI rek 4496038323 a/n Siti Aminah."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Budi Santoso (NIK: 2643069434043916) Gaji Rp 50jt.
HRD,Data Karyawan: Dewi Lestari (NIK: 6319609858737108) Gaji Rp 21jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Dewi Lestari (NIK: 5625766577304594) Gaji Rp 27jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Rizky Pratama (NIK: 9479907544198598) Gaji Rp 15jt.
Keuangan,"Transfer Rp 14,000,000 ke Bank BCA rek 7137359990 a/n Dewi Lestari."
HRD,Data Karyawan: Budi Santoso (NIK: 0771732854818537) Gaji Rp 39jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 73.228.141.26 dengan API Key 8ZRCMDJEHTXANPUHBGBL terdeteksi.
Keuangan,"Transfer Rp 34,000,000 ke Bank BNI rek 9494436293 a/n Budi Santoso."
IT Security,Peringatan: Akses server via IP 25.169.101.225 dengan API Key KSBSBLUCTKIR4UE23VN5 terdeteksi.
IT Security,Peringatan: Akses server via IP 187.224.101.155 dengan API Key 7ZKI5S142HHK07LNT11U terdeteksi.
Keuangan,"Transfer Rp 2,000,000 ke Bank BNI rek 9496295331 a/n Ahmad Hidayat."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 72.255.220.248 dengan API Key ZSPA745II97XQ82948O3 terdeteksi.
Keuangan,"Transfer Rp 3,000,000 ke Bank BCA rek 0099260716 a/n Siti Aminah."
IT Security,Peringatan: Akses server via IP 233.239.139.135 dengan API Key 60UV97F1C2Z94FQ51PSY terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 7761482654803638) Gaji Rp 23jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 88,000,000 ke Bank Mandiri rek 4916862197 a/n Dewi Lestari."
HRD,Data Karyawan: Budi Santoso (NIK: 3750468345984961) Gaji Rp 43jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 77.52.93.153 dengan API Key ZFUPW4WN37Q3N3EBMIIH terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 9904727561448802) Gaji Rp 32jt.
Keuangan,"Transfer Rp 95,000,000 ke Bank BRI rek 4790830049 a/n Rizky Pratama."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 66,000,000 ke Bank Mandiri rek 6033257417 a/n Dewi Lestari."
HRD,Data Karyawan: Ahmad Hidayat (NIK: 9303143174675920) Gaji Rp 12jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Siti Aminah (NIK: 7768279675175936) Gaji Rp 29jt.
HRD,Data Karyawan: Budi Santoso (NIK: 7991469316489990) Gaji Rp 47jt.
IT Security,Peringatan: Akses server via IP 72.76.104.244 dengan API Key 9CJEI14862YDIEVKTMZH terdeteksi.
Keuangan,"Transfer Rp 50,000,000 ke Bank BCA rek 0972641833 a/n Ahmad Hidayat."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 105.147.63.181 dengan API Key MAAA53J9F4J8TVSWABA4 terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 86,000,000 ke Bank BRI rek 6516192371 a/n Dewi Lestari."
HRD,Data Karyawan: Budi Santoso (NIK: 5678422098236417) Gaji Rp 40jt.
Keuangan,"Transfer Rp 74,000,000 ke Bank BNI rek 2226197855 a/n Siti Aminah."
HRD,Data Karyawan: Ahmad Hidayat (NIK: 4948702783690264) Gaji Rp 12jt.
HRD,Data Karyawan: Budi Santoso (NIK: 5618392001924670) Gaji Rp 48jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Siti Aminah (NIK: 7741980282699993) Gaji Rp 38jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 8055716378805423) Gaji Rp 12jt.
IT Security,Peringatan: Akses server via IP 180.212.27.42 dengan API Key 7UF427NCVWS2S5NHGGFP terdeteksi.
IT Security,Peringatan: Akses server via IP 210.210.128.126 dengan API Key 1WLBLSW23VIHZ82SAF1Z terdeteksi.
IT Security,Peringatan: Akses server via IP 233.214.23.75 dengan API Key H4XRBIJUIVQG4Y594VJ8 terdeteksi.
IT Security,Peringatan: Akses server via IP 15.185.26.185 dengan API Key 60HPGX2ZTOD846LQDPVX terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 2889986122098049) Gaji Rp 8jt.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 4809745438298865) Gaji Rp 20jt.
Keuangan,"Transfer Rp 40,000,000 ke Bank BNI rek 8818871026 a/n Siti Aminah."
IT Security,Peringatan: Akses server via IP 210.169.187.48 dengan API Key SLFXB459GJR1JAM9518L terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 4722532096249245) Gaji Rp 35jt.
IT Security,Peringatan: Akses server via IP 92.133.90.192 dengan API Key XQU0BSCSVLMFXFQ04IV1 terdeteksi.
IT Security,Peringatan: Akses server via IP 195.175.214.226 dengan API Key 5I8SRFZ8RELFI89B95QA terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Budi Santoso (NIK: 5312042700868218) Gaji Rp 5jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Dewi Lestari (NIK: 8720660414734406) Gaji Rp 43jt.
IT Security,Peringatan: Akses server via IP 141.234.146.136 dengan API Key BRQ02S22LI44IDVKQS04 terdeteksi.
IT Security,Peringatan: Akses server via IP 2.136.61.128 dengan API Key 0SUQ08HTTYEA6K2PDQMI terdeteksi.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 8751534292880882) Gaji Rp 50jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 6573210197967310) Gaji Rp 5jt.
Keuangan,"Transfer Rp 53,000,000 ke Bank BCA rek 5335917117 a/n Rizky Pratama."
IT Security,Peringatan: Akses server via IP 98.187.84.132 dengan API Key 6II5OXHIW1KZXBTCVOIM terdeteksi.
IT Security,Peringatan: Akses server via IP 160.185.138.234 dengan API Key A45VO73YFNJ8Q0XT5RVQ terdeteksi.
IT Security,Peringatan: Akses server via IP 82.62.58.207 dengan API Key 3TAIMKXUO63NNA914TDE terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 62,000,000 ke Bank BNI rek 3206823952 a/n Rizky Pratama."
HRD,Data Karyawan: Rizky Pratama (NIK: 8328824456180004) Gaji Rp 11jt.
HRD,Data Karyawan: Dewi Lestari (NIK: 0329168213969828) Gaji Rp 43jt.
IT Security,Peringatan: Akses server via IP 205.156.19.41 dengan API Key MAPQ0INH27TBQVU4S5B3 terdeteksi.
IT Security,Peringatan: Akses server via IP 65.121.240.146 dengan API Key WO1M2XEXTQL3F19MT8C2 terdeteksi.
Keuangan,"Transfer Rp 98,000,000 ke Bank BNI rek 8811749450 a/n Budi Santoso."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 67,000,000 ke Bank BRI rek 5501501172 a/n Ahmad Hidayat."
IT Security,Peringatan: Akses server via IP 141.134.217.253 dengan API Key TA76VLMM6OHXO08UNZZ6 terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 128.134.166.24 dengan API Key CPEM259QLK95HPCQREAK terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Rizky Pratama (NIK: 1261628633305121) Gaji Rp 11jt.
Keuangan,"Transfer Rp 59,000,000 ke Bank BCA rek 2315833691 a/n Ahmad Hidayat."
Keuangan,"Transfer Rp 57,000,000 ke Bank BNI rek 2647971555 a/n Budi Santoso."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 71,000,000 ke Bank Mandiri rek 4962705524 a/n Siti Aminah."
HRD,Data Karyawan: Budi Santoso (NIK: 3036646036338102) Gaji Rp 30jt.
Keuangan,"Transfer Rp 87,000,000 ke Bank BRI rek 5687122094 a/n Siti Aminah."
IT Security,Peringatan: Akses server via IP 253.13.22.86 dengan API Key PW71ZKEW16GJMGKGPDW6 terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 3888923497902244) Gaji Rp 22jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 3932258176088728) Gaji Rp 14jt.
IT Security,Peringatan: Akses server via IP 55.100.218.97 dengan API Key NTCV56L41NIWMGEDU8M0 terdeteksi.
Keuangan,"Transfer Rp 43,000,000 ke Bank Mandiri rek 1132862941 a/n Budi Santoso."
HRD,Data Karyawan: Siti Aminah (NIK: 5432992271455501) Gaji Rp 38jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 0504343739038761) Gaji Rp 20jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 110.182.91.243 dengan API Key U1NPMZ9VZATO1ZLBZRJ3 terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 5690125829598817) Gaji Rp 17jt.
Keuangan,"Transfer Rp 84,000,000 ke Bank BCA rek 7027540726 a/n Dewi Lestari."
Keuangan,"Transfer Rp 75,000,000 ke Bank BNI rek 5110940949 a/n Dewi Lestari."
Keuangan,"Transfer Rp 55,000,000 ke Bank BRI rek 4701583592 a/n Rizky Pratama."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 100,000,000 ke Bank BNI rek 7393450960 a/n Rizky Pratama."
HRD,Data Karyawan: Ahmad Hidayat (NIK: 1833263271041767) Gaji Rp 24jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Siti Aminah (NIK: 1597518661163143) Gaji Rp 34jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 107.209.34.56 dengan API Key IP9MZI25IHVHWEQELH0A terdeteksi.
Keuangan,"Transfer Rp 87,000,000 ke Bank Mandiri rek 2296100634 a/n Budi Santoso."
Keuangan,"Transfer Rp 7,000,000 ke Bank BCA rek 6370897486 a/n Rizky Pratama."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 39.149.112.172 dengan API Key D8PUX15A48UM8HYOZ1VQ terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Dewi Lestari (NIK: 4604967227115169) Gaji Rp 31jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 0990617471875554) Gaji Rp 12jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 240.19.59.59 dengan API Key 6EKJ0KM5JKDWHG7ODZY6 terdeteksi.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 1648212718582842) Gaji Rp 7jt.
IT Security,Peringatan: Akses server via IP 44.11.208.86 dengan API Key ZXXOQR8SNG0UHGCVOP37 terdeteksi.
Keuangan,"Transfer Rp 58,000,000 ke Bank BCA rek 9136344596 a/n Rizky Pratama."
IT Security,Peringatan: Akses server via IP 181.137.112.101 dengan API Key 6IN9E0OYGQPN7N4JUP6R terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 85,000,000 ke Bank BRI rek 2106186161 a/n Rizky Pratama."
IT Security,Peringatan: Akses server via IP 16.228.112.153 dengan API Key HH9TH15MUAU3488PDXRV terdeteksi.
IT Security,Peringatan: Akses server via IP 82.102.7.34 dengan API Key B7S4AIIBJT1GZCXEXTH0 terdeteksi.
Keuangan,"Transfer Rp 21,000,000 ke Bank BNI rek 7681516760 a/n Dewi Lestari."
IT Security,Peringatan: Akses server via IP 78.24.136.44 dengan API Key J84E4BLC304NMSE1XL6M terdeteksi.
Keuangan,"Transfer Rp 8,000,000 ke Bank BNI rek 5395673059 a/n Ahmad Hidayat."
Keuangan,"Transfer Rp 71,000,000 ke Bank BCA rek 5264494033 a/n Siti Aminah."
Keuangan,"Transfer Rp 96,000,000 ke Bank Mandiri rek 4793624985 a/n Rizky Pratama."
HRD,Data Karyawan: Rizky Pratama (NIK: 5234616684440590) Gaji Rp 31jt.
HRD,Data Karyawan: Dewi Lestari (NIK: 6173794279335179) Gaji Rp 36jt.
IT Security,Peringatan: Akses server via IP 64.227.225.149 dengan API Key ACKBVNWA9OIFWTSCM7YY terdeteksi.
IT Security,Peringatan: Akses server via IP 9.201.30.170 dengan API Key HG1HPDZ5AZYG70D8UJDU terdeteksi.
Keuangan,"Transfer Rp 45,000,000 ke Bank BNI rek 2233895773 a/n Budi Santoso."
Keuangan,"Transfer Rp 36,000,000 ke Bank BNI rek 4874932214 a/n Rizky Pratama."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 76,000,000 ke Bank BCA rek 4654491320 a/n Budi Santoso."
IT Security,Peringatan: Akses server via IP 201.111.42.190 dengan API Key SE87ZMJWHLI3BJ6BCML8 terdeteksi.
HRD,Data Karyawan: Siti Aminah (NIK: 8264326874259999) Gaji Rp 33jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 9944041761118411) Gaji Rp 29jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 17,000,000 ke Bank BCA rek 4535213104 a/n Rizky Pratama."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 33,000,000 ke Bank BCA rek 8382452471 a/n Ahmad Hidayat."
IT Security,Peringatan: Akses server via IP 226.80.165.100 dengan API Key ODSAI3PR7QH0S6QOIMK3 terdeteksi.
IT Security,Peringatan: Akses server via IP 243.72.24.217 dengan API Key TDTGHX7GP8ZH3T3GDFZD terdeteksi.
Keuangan,"Transfer Rp 53,000,000 ke Bank Mandiri rek 6237639896 a/n Rizky Pratama."
Keuangan,"Transfer Rp 31,000,000 ke Bank BRI rek 3738382303 a/n Budi Santoso."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Dewi Lestari (NIK: 3517402231423839) Gaji Rp 29jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 74,000,000 ke Bank BCA rek 5336439188 a/n Ahmad Hidayat."
HRD,Data Karyawan: Budi Santoso (NIK: 7222835338084453) Gaji Rp 32jt.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 8370883039832043) Gaji Rp 45jt.
HRD,Data Karyawan: Siti Aminah (NIK: 7508514788929349) Gaji Rp 14jt.
Keuangan,"Transfer Rp 93,000,000 ke Bank Mandiri rek 2847104194 a/n Budi Santoso."
Keuangan,"Transfer Rp 91,000,000 ke Bank BRI rek 2997800243 a/n Siti Aminah."
IT Security,Peringatan: Akses server via IP 47.214.64.135 dengan API Key FBWRGMO72396IXMIDECL terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 9458711581813393) Gaji Rp 31jt.
IT Security,Peringatan: Akses server via IP 4.38.6.85 dengan API Key 82MEIFCNVVQKEI7CIIS3 terdeteksi.
IT Security,Peringatan: Akses server via IP 216.151.230.243 dengan API Key 7NY06BLXACBYGO4UZAZI terdeteksi.
IT Security,Peringatan: Akses server via IP 109.237.255.114 dengan API Key QVE1V4K1FUKVB3IVWK44 terdeteksi.
Keuangan,"Transfer Rp 82,000,000 ke Bank Mandiri rek 7177197927 a/n Rizky Pratama."
Keuangan,"Transfer Rp 90,000,000 ke Bank BCA rek 9239407978 a/n Siti Aminah."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 52.90.236.162 dengan API Key S3CPN8KPMBVRZTIQIV15 terdeteksi.
IT Security,Peringatan: Akses server via IP 68.241.57.119 dengan API Key YA1E6FRTYEVOTO6WZASV terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 9916409772614062) Gaji Rp 5jt.
Keuangan,"Transfer Rp 49,000,000 ke Bank Mandiri rek 8665511739 a/n Ahmad Hidayat."
HRD,Data Karyawan: Siti Aminah (NIK: 4661027415934269) Gaji Rp 8jt.
IT Security,Peringatan: Akses server via IP 154.210.195.111 dengan API Key OK3CC80WIP46NX79RHKD terdeteksi.
IT Security,Peringatan: Akses server via IP 118.110.62.4 dengan API Key RXHQQ1YIQFGA50SZMFM6 terdeteksi.
IT Security,Peringatan: Akses server via IP 184.49.155.206 dengan API Key EPYPIFRIYK79TLF61DO9 terdeteksi.
Keuangan,"Transfer Rp 24,000,000 ke Bank Mandiri rek 3551391734 a/n Dewi Lestari."
Keuangan,"Transfer Rp 5,000,000 ke Bank BNI rek 2936615901 a/n Budi Santoso."
IT Security,Peringatan: Akses server via IP 59.4.152.242 dengan API Key ER8SH2B4P3GFLJCPVYKS terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 0140792100074005) Gaji Rp 43jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 6409110449212468) Gaji Rp 6jt.
HRD,Data Karyawan: Budi Santoso (NIK: 0673162376841098) Gaji Rp 22jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 107.182.224.34 dengan API Key 2QHJZEA1U1FYPTUCS93L terdeteksi.
Keuangan,"Transfer Rp 24,000,000 ke Bank BNI rek 4114534558 a/n Rizky Pratama."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 5,000,000 ke Bank Mandiri rek 4142861901 a/n Dewi Lestari."
Keuangan,"Transfer Rp 29,000,000 ke Bank BNI rek 5057764178 a/n Siti Aminah."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Dewi Lestari (NIK: 9973704762762323) Gaji Rp 17jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 244.23.211.91 dengan API Key G0QNCHB6B1AVZU8SYCND terdeteksi.
HRD,Data Karyawan: Budi Santoso (NIK: 1987494305635134) Gaji Rp 28jt.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 2759343175188632) Gaji Rp 25jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 74.27.46.23 dengan API Key ZIC16CQGPTLGJW4MRDRM terdeteksi.
IT Security,Peringatan: Akses server via IP 183.39.57.178 dengan API Key SK7BTZHP82WSS60HRPY4 terdeteksi.
IT Security,Peringatan: Akses server via IP 253.168.24.204 dengan API Key MZ1SKOQG99OORQYYJZS7 terdeteksi.
Keuangan,"Transfer Rp 79,000,000 ke Bank Mandiri rek 2967990918 a/n Budi Santoso."
Keuangan,"Transfer Rp 12,000,000 ke Bank BRI rek 3520185477 a/n Siti Aminah."
IT Security,Peringatan: Akses server via IP 68.234.250.239 dengan API Key R3I5I58S6WS2SNQVR7GK terdeteksi.
IT Security,Peringatan: Akses server via IP 117.126.114.111 dengan API Key PKO6Z7858QFP7O3C7V79 terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 5323999841565014) Gaji Rp 12jt.
IT Security,Peringatan: Akses server via IP 19.80.216.58 dengan API Key FNZZKOZS4SNO0U62BFBP terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 7700494692963762) Gaji Rp 31jt.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 6964008492902845) Gaji Rp 14jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 3660305462495559) Gaji Rp 6jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 69,000,000 ke Bank Mandiri rek 6336494781 a/n Dewi Lestari."
IT Security,Peringatan: Akses server via IP 14.47.232.71 dengan API Key CMOJDB6T9Y1WKJL08PH4 terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 24,000,000 ke Bank Mandiri rek 5410998989 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
